-7.554788556369154140e-01,-1.127572434411393321e+00,-1.102241938854130465e+00,2.119292863070834088e-01,2.644072007696093074e+00,1.190534606064756362e+00,2.946712732746207930e+00,2.078986068787095631e-01
1.126987074740809280e+00,-7.896784094049678904e-02,2.770718622210087467e+00,-2.277582408426320093e+00,2.105686163848435655e+00,1.460454284093239741e+00,1.812835636142726914e+00,-3.401132643355042617e-01
3.077169266401757142e+00,-1.163380417351634749e-01,1.153003100322366609e-01,-1.425507081759390116e-01,-3.089715418522173771e-03,6.879687009352465354e-01,-1.853984085107526658e+00,-1.296833678714765847e+00
-7.982519596129770134e-01,-1.965759590659151845e+00,4.228790443122599108e+00,1.216625858751123168e+00,3.652108108359313765e-01,1.293092463982844942e+00,-5.154097277852517367e-01,-1.092603395770062324e-01
3.956203510373229815e+00,-8.478882808965096940e-01,6.597788985498359571e-01,1.320578943767979130e+00,-1.095177449491976596e+00,1.791150713302648079e+00,6.607182778078702912e-01,4.794734728885625685e-01
1.343017556928098433e+00,-5.169418437979649283e-01,-1.262702163510991182e+00,-1.773880093355682641e+00,1.455865009545495914e+00,-7.317428365904212750e-01,-4.221756748934646919e-01,-9.824547077227867575e-01
2.335209176791492869e+00,4.848109448188563930e-01,-8.543958275781037282e-01,-5.235095385621303388e-01,-6.995164621749715428e-01,-5.140353814791075449e-01,-1.843449558410180725e-02,-1.167675689743792322e+00
-1.781918990256366575e+00,-2.550048764351995900e-01,-2.716412494239408115e+00,-1.664372052155925097e+00,-7.605633363507081635e-01,2.455871272475651956e+00,1.044869570255819502e+00,-1.807351243378573669e+00
-1.364473109053853994e+00,-1.707083322976364892e+00,-1.444993688654627517e+00,-1.140165010789258027e-01,-2.089774602045888940e+00,-3.065400793759441855e-01,5.854834955808758679e-01,-8.215926234560403385e-01
-2.103835070745314617e+00,-2.213767140704355096e+00,1.442512421028968594e+00,3.786608418071388260e-01,-1.025545098943470901e+00,-1.678880996814785254e-01,-5.917124915934686147e-01,-1.151462518587779815e+00
3.652163881118739130e+00,4.660031279414548200e-01,-1.013193969579361253e+00,1.714597162443995293e+00,-2.052904127345205776e+00,1.668775555270165523e+00,-8.683664714017154118e-01,1.123047381280343648e+00
-2.637738217768516247e+00,8.962111036120549157e-01,1.369258527781540558e+00,-6.723571414405762336e-01,-8.912069747659414620e-01,1.701234278724991000e+00,2.193657579305900107e+00,-1.705659193896371106e-01
3.798815998192588861e+00,-6.237131422393715763e-01,-1.429944151119322965e-02,1.556076104808753024e+00,-4.952493746084063453e-01,3.503988253525345264e-01,-1.173514154381435137e+00,-1.339614543424912652e-01
-2.907766808537546765e+00,-1.827019899689681370e-01,-1.093358993092671927e+00,-8.644924754452909532e-01,-1.090773330969285748e+00,2.551907119604442720e+00,7.338013242391133728e-01,-2.726110186650251843e-01
-2.577352191886514987e+00,-2.126755901504473745e-01,-9.575327266803871362e-01,2.235322465910554168e+00,6.734431033919933141e-01,-5.572816778076756794e-01,2.256497429969696877e-01,3.366537584398024419e-01
-2.585823801180151538e+00,-4.763156030189011347e-01,4.068148560126412794e-01,-3.174671602855766439e-01,5.294408430289259115e-01,3.471771115017082021e+00,5.486379965802876679e-01,-9.598741763289244666e-01
-3.097767453059144138e+00,-4.360017833699588174e-01,-5.312219430135222131e-01,2.076314279927685025e+00,-7.495106797014904343e-01,-2.819097598657554382e+00,2.082928528748252128e-01,6.260367518407703447e-01
-3.094257995769967629e+00,-1.315439771144860881e+00,1.189966447597309990e-01,1.699085632169115900e+00,-1.307895704770512646e+00,-1.625667932433143781e+00,-2.919687874794394955e-01,7.135630076578209913e-01
3.498953161476496820e+00,1.518785859928922233e-01,-2.130518004426988077e-01,9.130478746508505772e-01,-8.635852410489556208e-01,-2.315932327597647056e-01,8.369124495541299669e-02,-5.620278465960517611e-01
-6.361481241033114520e-01,1.556010133261885420e+00,1.372998022777079274e+00,-1.681225948693128691e+00,-1.275693829379447086e+00,-1.098034935442431914e+00,2.880314612100070448e+00,1.341845198901559177e+00
2.605932432587452219e+00,-7.909688509866379391e-01,1.886590623701877578e-01,-7.795788000329528789e-01,4.430072751828586508e-01,-5.905895859807720472e-01,-5.697878919461982772e-01,2.544759855394040926e-01
-2.100857489068451933e+00,-1.533271939819607521e+00,1.554171363205055556e+00,7.396008039978263504e-01,-1.089469892751693925e+00,-3.390651786260721501e+00,1.693340640030410960e+00,7.796873942353231557e-02
-1.411793223449208989e+00,-1.012472289375604850e+00,-2.959544562772207232e+00,-1.885925966324843772e+00,5.656783037110977297e-01,1.883613400245231162e+00,1.533432200163987735e+00,-7.220750357322900381e-01
1.397660242835222499e-01,2.539782041359166520e+00,7.663748466834958695e-01,-1.974891943028015406e+00,1.581429103961285776e+00,-1.441917459158591042e+00,1.102821848093592960e+00,-5.500490299089524915e-02
1.707168917685522480e+00,-5.670941324447913434e-01,-8.810101114798630784e-01,-1.103291941523226516e+00,2.413780874099046292e-01,-1.555041163622783218e+00,-1.698518533336298653e+00,-2.683488502225697125e+00
3.612334204414497929e+00,3.891132850984785341e-02,-1.017084409850323556e+00,-6.371192606933034908e-02,2.442829115681031116e+00,-4.778650923129940664e-01,-1.563574501705045638e-01,-1.513629370934868046e+00
-2.552943540387689669e+00,-1.128852364516182316e+00,-4.949691243505441318e-01,3.425121285901265633e+00,-2.649221028558916835e-01,-7.488895009029618022e-01,-1.922818712624227711e-01,-6.681705940366305940e-01
-2.087371949126788362e+00,-3.912161756405176938e-01,-8.062898871002304180e-01,-1.863913283131195808e-01,-1.023324799532691287e+00,2.202455695559219162e+00,6.431167467415509487e-01,-5.697796540294685075e-01
3.272395258689697162e+00,4.104530756706800121e-01,-1.500972744519904367e+00,1.066582974465263844e-01,1.533533603899821074e+00,-8.192608352251344872e-01,-3.349138985506449617e-01,-1.261964659292806434e+00
